region_schema,region_parent,region_child,agerange,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-09,2020-06-10,2020-06-11,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-17,2020-07-18,2020-07-19,2020-07-22,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-08-10,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-27,2020-09-03,2020-09-07,2020-09-16,2020-09-17,2020-09-18,2020-09-22,2020-09-23,2020-09-24,2020-09-29,2020-10-07,2020-10-08,2020-10-19,2020-10-20,2020-10-23,2020-10-27,2020-10-28,2020-10-29,2020-11-05,2020-11-10,2020-11-23,2020-11-24,2020-11-30,2020-12-08,2020-12-11,2020-12-14
admin_1,om,om-bj,,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,2,2,0,0,1,0,1,0,1,4,1,3,0,1,3,3,2,3,0,2,1,3,1,1,3,3,2,0,2,2,2,1,2,2,0,2,0,0,1,1,1,0,3,2,0,2,2,0,1,1,0,2,1,0,0,1,1,0,1
admin_1,om,om-bu,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0
admin_1,om,om-da,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,3,0,1,3,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,2,1,1,1,2,1,1,3,0,2,5,2,1,2,2,1,0,1,1,0,0
admin_1,om,om-ma,,7,0,5,0,7,1,4,5,4,2,2,1,2,6,1,1,0,6,3,1,1,4,6,0,2,3,1,4,1,1,3,6,5,0,2,4,5,5,5,2,2,2,3,2,0,0,0,7,2,2,2,3,5,2,2,1,3,3,1,5,8,3,4,4,0,2,7,3,1,9,3,4,5,3,1,1,0
admin_1,om,om-mu,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
admin_1,om,om-ss,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,3,0,1,1,2,0,0,0,0,0,0,0
admin_1,om,om-wu,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,om,om-za,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0
admin_1,om,om-zu,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,4,0,1,1,0,2,0,0,2,1,2,2,0,3,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0
